2023-01-10 13:38:39,476 - INFO: <3> [Train] Episode 0, Step 1: Average Return(100)=0.00, Return=0.00, Speed=125.36 (steps/s), ETA=13.29 (mins)
2023-01-10 13:38:39,550 - INFO: <3> [Train] Episode 100, Step 211: Average Return(100)=-0.08, Return=0.67, Speed=2549.02 (steps/s), ETA=0.65 (mins)
2023-01-10 13:38:39,613 - INFO: <3> [Train] Episode 200, Step 394: Average Return(100)=-0.03, Return=0.00, Speed=2705.89 (steps/s), ETA=0.61 (mins)
2023-01-10 13:38:39,683 - INFO: <3> [Train] Episode 300, Step 592: Average Return(100)=-0.08, Return=0.00, Speed=2748.08 (steps/s), ETA=0.60 (mins)
2023-01-10 13:38:39,755 - INFO: <3> [Train] Episode 400, Step 792: Average Return(100)=-0.02, Return=-0.25, Speed=2757.37 (steps/s), ETA=0.60 (mins)
2023-01-10 13:38:39,819 - INFO: <3> [Train] Episode 500, Step 972: Average Return(100)=-0.05, Return=0.00, Speed=2760.92 (steps/s), ETA=0.60 (mins)
2023-01-10 13:38:39,996 - INFO: <3> [Train] Episode 600, Step 1100: Average Return(100)=-0.01, Return=0.00, Speed=2081.02 (steps/s), ETA=0.79 (mins)
2023-01-10 13:38:40,174 - INFO: <3> [Train] Episode 700, Step 1202: Average Return(100)=0.00, Return=0.00, Speed=1700.21 (steps/s), ETA=0.97 (mins)
2023-01-10 13:38:40,347 - INFO: <3> [Train] Episode 800, Step 1304: Average Return(100)=0.00, Return=0.00, Speed=1482.58 (steps/s), ETA=1.11 (mins)
2023-01-10 13:38:40,530 - INFO: <3> [Train] Episode 900, Step 1406: Average Return(100)=0.00, Return=0.00, Speed=1322.62 (steps/s), ETA=1.24 (mins)
2023-01-10 13:38:40,719 - INFO: <3> [Train] Episode 1000, Step 1506: Average Return(100)=0.00, Return=0.00, Speed=1202.72 (steps/s), ETA=1.36 (mins)
2023-01-10 13:38:40,904 - INFO: <3> [Train] Episode 1100, Step 1606: Average Return(100)=0.00, Return=0.00, Speed=1117.86 (steps/s), ETA=1.47 (mins)
2023-01-10 13:38:41,088 - INFO: <3> [Train] Episode 1200, Step 1706: Average Return(100)=0.00, Return=0.00, Speed=1052.63 (steps/s), ETA=1.56 (mins)
2023-01-10 13:38:41,257 - INFO: <3> [Train] Episode 1300, Step 1806: Average Return(100)=0.00, Return=0.00, Speed=1008.98 (steps/s), ETA=1.62 (mins)
2023-01-10 13:38:41,430 - INFO: <3> [Train] Episode 1400, Step 1906: Average Return(100)=0.00, Return=0.00, Speed=971.00 (steps/s), ETA=1.68 (mins)
2023-01-10 13:38:41,602 - INFO: <3> [Train] Episode 1500, Step 2006: Average Return(100)=0.00, Return=0.00, Speed=939.76 (steps/s), ETA=1.74 (mins)
2023-01-10 13:38:41,777 - INFO: <3> [Train] Episode 1600, Step 2108: Average Return(100)=0.00, Return=0.00, Speed=912.70 (steps/s), ETA=1.79 (mins)
2023-01-10 13:38:41,951 - INFO: <3> [Train] Episode 1700, Step 2208: Average Return(100)=0.00, Return=0.00, Speed=888.98 (steps/s), ETA=1.83 (mins)
2023-01-10 13:38:42,161 - INFO: <3> [Train] Episode 1800, Step 2310: Average Return(100)=0.00, Return=0.00, Speed=857.54 (steps/s), ETA=1.90 (mins)
2023-01-10 13:38:42,339 - INFO: <3> [Train] Episode 1900, Step 2410: Average Return(100)=0.00, Return=0.00, Speed=839.25 (steps/s), ETA=1.94 (mins)
2023-01-10 13:38:42,520 - INFO: <3> [Train] Episode 2000, Step 2510: Average Return(100)=0.00, Return=0.00, Speed=822.11 (steps/s), ETA=1.98 (mins)
2023-01-10 13:38:42,706 - INFO: <3> [Train] Episode 2100, Step 2610: Average Return(100)=0.00, Return=0.00, Speed=805.86 (steps/s), ETA=2.01 (mins)
2023-01-10 13:38:42,889 - INFO: <3> [Train] Episode 2200, Step 2710: Average Return(100)=0.00, Return=0.00, Speed=791.97 (steps/s), ETA=2.05 (mins)
2023-01-10 13:38:43,079 - INFO: <3> [Train] Episode 2300, Step 2811: Average Return(100)=-0.01, Return=0.00, Speed=778.37 (steps/s), ETA=2.08 (mins)
2023-01-10 13:38:43,294 - INFO: <3> [Train] Episode 2400, Step 2913: Average Return(100)=0.00, Return=0.00, Speed=761.20 (steps/s), ETA=2.13 (mins)
2023-01-10 13:38:43,504 - INFO: <3> [Train] Episode 2500, Step 3013: Average Return(100)=0.00, Return=0.00, Speed=746.38 (steps/s), ETA=2.17 (mins)
2023-01-10 13:38:43,702 - INFO: <3> [Train] Episode 2600, Step 3113: Average Return(100)=0.00, Return=0.00, Speed=735.19 (steps/s), ETA=2.20 (mins)
2023-01-10 13:38:43,900 - INFO: <3> [Train] Episode 2700, Step 3213: Average Return(100)=0.00, Return=0.00, Speed=724.83 (steps/s), ETA=2.23 (mins)
2023-01-10 13:38:44,091 - INFO: <3> [Train] Episode 2800, Step 3313: Average Return(100)=0.00, Return=0.00, Speed=716.51 (steps/s), ETA=2.25 (mins)
2023-01-10 13:38:44,277 - INFO: <3> [Train] Episode 2900, Step 3413: Average Return(100)=0.00, Return=0.00, Speed=709.62 (steps/s), ETA=2.27 (mins)
2023-01-10 13:38:44,471 - INFO: <3> [Train] Episode 3000, Step 3513: Average Return(100)=0.00, Return=0.00, Speed=702.05 (steps/s), ETA=2.29 (mins)
2023-01-10 13:38:44,665 - INFO: <3> [Train] Episode 3100, Step 3613: Average Return(100)=0.00, Return=0.00, Speed=695.08 (steps/s), ETA=2.31 (mins)
2023-01-10 13:38:44,845 - INFO: <3> [Train] Episode 3200, Step 3715: Average Return(100)=0.00, Return=0.00, Speed=690.86 (steps/s), ETA=2.32 (mins)
2023-01-10 13:38:45,016 - INFO: <3> [Train] Episode 3300, Step 3815: Average Return(100)=0.00, Return=0.00, Speed=687.52 (steps/s), ETA=2.33 (mins)
2023-01-10 13:38:45,195 - INFO: <3> [Train] Episode 3400, Step 3915: Average Return(100)=0.00, Return=0.00, Speed=683.54 (steps/s), ETA=2.34 (mins)
2023-01-10 13:38:45,371 - INFO: <3> [Train] Episode 3500, Step 4015: Average Return(100)=0.00, Return=0.00, Speed=680.10 (steps/s), ETA=2.35 (mins)
2023-01-10 13:38:45,547 - INFO: <3> [Train] Episode 3600, Step 4115: Average Return(100)=0.00, Return=0.00, Speed=676.88 (steps/s), ETA=2.36 (mins)
2023-01-10 13:38:45,735 - INFO: <3> [Train] Episode 3700, Step 4215: Average Return(100)=0.00, Return=0.00, Speed=672.59 (steps/s), ETA=2.37 (mins)
2023-01-10 13:38:45,917 - INFO: <3> [Train] Episode 3800, Step 4315: Average Return(100)=0.00, Return=0.00, Speed=669.04 (steps/s), ETA=2.38 (mins)
2023-01-10 13:38:46,102 - INFO: <3> [Train] Episode 3900, Step 4415: Average Return(100)=0.00, Return=0.00, Speed=665.48 (steps/s), ETA=2.39 (mins)
2023-01-10 13:38:46,277 - INFO: <3> [Train] Episode 4000, Step 4515: Average Return(100)=0.00, Return=0.00, Speed=662.98 (steps/s), ETA=2.40 (mins)
2023-01-10 13:38:46,459 - INFO: <3> [Train] Episode 4100, Step 4617: Average Return(100)=0.00, Return=0.00, Speed=660.36 (steps/s), ETA=2.41 (mins)
2023-01-10 13:38:46,635 - INFO: <3> [Train] Episode 4200, Step 4717: Average Return(100)=0.00, Return=0.00, Speed=658.09 (steps/s), ETA=2.41 (mins)
2023-01-10 13:38:46,809 - INFO: <3> [Train] Episode 4300, Step 4817: Average Return(100)=0.00, Return=0.00, Speed=656.15 (steps/s), ETA=2.42 (mins)
2023-01-10 13:38:46,990 - INFO: <3> [Train] Episode 4400, Step 4921: Average Return(100)=0.00, Return=0.00, Speed=654.14 (steps/s), ETA=2.42 (mins)
2023-01-10 13:38:47,170 - INFO: <3> [Train] Episode 4500, Step 5023: Average Return(100)=0.00, Return=0.00, Speed=652.15 (steps/s), ETA=2.43 (mins)
2023-01-10 13:38:47,346 - INFO: <3> [Train] Episode 4600, Step 5125: Average Return(100)=0.00, Return=0.00, Speed=650.48 (steps/s), ETA=2.43 (mins)
2023-01-10 13:38:47,528 - INFO: <3> [Train] Episode 4700, Step 5227: Average Return(100)=0.00, Return=0.00, Speed=648.44 (steps/s), ETA=2.44 (mins)
2023-01-10 13:38:47,703 - INFO: <3> [Train] Episode 4800, Step 5327: Average Return(100)=0.00, Return=0.00, Speed=646.80 (steps/s), ETA=2.44 (mins)
2023-01-10 13:38:47,887 - INFO: <3> [Train] Episode 4900, Step 5429: Average Return(100)=0.00, Return=0.00, Speed=644.77 (steps/s), ETA=2.44 (mins)
2023-01-10 13:38:48,071 - INFO: <3> [Train] Episode 5000, Step 5531: Average Return(100)=0.00, Return=0.00, Speed=642.83 (steps/s), ETA=2.45 (mins)
2023-01-10 13:38:48,263 - INFO: <3> [Train] Episode 5100, Step 5633: Average Return(100)=0.00, Return=0.00, Speed=640.43 (steps/s), ETA=2.46 (mins)
2023-01-10 13:38:48,453 - INFO: <3> [Train] Episode 5200, Step 5733: Average Return(100)=0.00, Return=0.00, Speed=638.04 (steps/s), ETA=2.46 (mins)
2023-01-10 13:38:48,640 - INFO: <3> [Train] Episode 5300, Step 5835: Average Return(100)=0.00, Return=0.00, Speed=636.16 (steps/s), ETA=2.47 (mins)
2023-01-10 13:38:48,819 - INFO: <3> [Train] Episode 5400, Step 5937: Average Return(100)=0.00, Return=0.00, Speed=634.88 (steps/s), ETA=2.47 (mins)
2023-01-10 13:38:49,003 - INFO: <3> [Train] Episode 5500, Step 6041: Average Return(100)=0.00, Return=0.00, Speed=633.52 (steps/s), ETA=2.47 (mins)
2023-01-10 13:38:49,183 - INFO: <3> [Train] Episode 5600, Step 6145: Average Return(100)=0.00, Return=0.00, Speed=632.46 (steps/s), ETA=2.47 (mins)
2023-01-10 13:38:49,366 - INFO: <3> [Train] Episode 5700, Step 6249: Average Return(100)=0.00, Return=0.00, Speed=631.30 (steps/s), ETA=2.48 (mins)
2023-01-10 13:38:49,543 - INFO: <3> [Train] Episode 5800, Step 6349: Average Return(100)=0.00, Return=0.00, Speed=630.10 (steps/s), ETA=2.48 (mins)
2023-01-10 13:38:49,726 - INFO: <3> [Train] Episode 5900, Step 6453: Average Return(100)=0.00, Return=0.00, Speed=629.00 (steps/s), ETA=2.48 (mins)
2023-01-10 13:38:49,909 - INFO: <3> [Train] Episode 6000, Step 6557: Average Return(100)=0.00, Return=0.00, Speed=627.93 (steps/s), ETA=2.48 (mins)
2023-01-10 13:38:50,088 - INFO: <3> [Train] Episode 6100, Step 6657: Average Return(100)=0.00, Return=0.00, Speed=626.81 (steps/s), ETA=2.48 (mins)
2023-01-10 13:38:50,265 - INFO: <3> [Train] Episode 6200, Step 6757: Average Return(100)=0.00, Return=0.00, Speed=625.75 (steps/s), ETA=2.48 (mins)
2023-01-10 13:38:50,446 - INFO: <3> [Train] Episode 6300, Step 6859: Average Return(100)=0.00, Return=0.00, Speed=624.75 (steps/s), ETA=2.48 (mins)
2023-01-10 13:38:50,637 - INFO: <3> [Train] Episode 6400, Step 6961: Average Return(100)=0.00, Return=0.00, Speed=623.18 (steps/s), ETA=2.49 (mins)
2023-01-10 13:38:50,831 - INFO: <3> [Train] Episode 6500, Step 7061: Average Return(100)=0.00, Return=0.00, Speed=621.38 (steps/s), ETA=2.49 (mins)
2023-01-10 13:38:51,020 - INFO: <3> [Train] Episode 6600, Step 7161: Average Return(100)=0.00, Return=0.00, Speed=619.87 (steps/s), ETA=2.50 (mins)
2023-01-10 13:38:51,214 - INFO: <3> [Train] Episode 6700, Step 7265: Average Return(100)=0.00, Return=0.00, Speed=618.48 (steps/s), ETA=2.50 (mins)
2023-01-10 13:38:51,395 - INFO: <3> [Train] Episode 6800, Step 7367: Average Return(100)=0.00, Return=0.00, Speed=617.64 (steps/s), ETA=2.50 (mins)
2023-01-10 13:38:51,581 - INFO: <3> [Train] Episode 6900, Step 7471: Average Return(100)=0.00, Return=0.00, Speed=616.75 (steps/s), ETA=2.50 (mins)
2023-01-10 13:38:51,760 - INFO: <3> [Train] Episode 7000, Step 7571: Average Return(100)=0.00, Return=0.00, Speed=615.90 (steps/s), ETA=2.50 (mins)
2023-01-10 13:38:51,940 - INFO: <3> [Train] Episode 7100, Step 7671: Average Return(100)=0.00, Return=0.00, Speed=615.02 (steps/s), ETA=2.50 (mins)
2023-01-10 13:38:52,119 - INFO: <3> [Train] Episode 7200, Step 7771: Average Return(100)=0.00, Return=0.00, Speed=614.21 (steps/s), ETA=2.50 (mins)
2023-01-10 13:38:52,298 - INFO: <3> [Train] Episode 7300, Step 7871: Average Return(100)=0.00, Return=0.00, Speed=613.44 (steps/s), ETA=2.50 (mins)
2023-01-10 13:38:52,478 - INFO: <3> [Train] Episode 7400, Step 7971: Average Return(100)=0.00, Return=0.00, Speed=612.64 (steps/s), ETA=2.50 (mins)
2023-01-10 13:38:52,663 - INFO: <3> [Train] Episode 7500, Step 8071: Average Return(100)=0.00, Return=0.00, Speed=611.64 (steps/s), ETA=2.51 (mins)
2023-01-10 13:38:52,842 - INFO: <3> [Train] Episode 7600, Step 8171: Average Return(100)=0.00, Return=0.00, Speed=610.94 (steps/s), ETA=2.51 (mins)
2023-01-10 13:38:53,021 - INFO: <3> [Train] Episode 7700, Step 8271: Average Return(100)=0.00, Return=0.00, Speed=610.22 (steps/s), ETA=2.51 (mins)
2023-01-10 13:38:53,212 - INFO: <3> [Train] Episode 7800, Step 8371: Average Return(100)=0.00, Return=0.00, Speed=609.03 (steps/s), ETA=2.51 (mins)
2023-01-10 13:38:53,401 - INFO: <3> [Train] Episode 7900, Step 8471: Average Return(100)=0.00, Return=0.00, Speed=607.98 (steps/s), ETA=2.51 (mins)
2023-01-10 13:38:53,594 - INFO: <3> [Train] Episode 8000, Step 8573: Average Return(100)=0.00, Return=0.00, Speed=606.85 (steps/s), ETA=2.51 (mins)
2023-01-10 13:38:53,773 - INFO: <3> [Train] Episode 8100, Step 8673: Average Return(100)=0.00, Return=0.00, Speed=606.25 (steps/s), ETA=2.51 (mins)
2023-01-10 13:38:53,954 - INFO: <3> [Train] Episode 8200, Step 8773: Average Return(100)=0.00, Return=0.00, Speed=605.59 (steps/s), ETA=2.51 (mins)
2023-01-10 13:38:54,132 - INFO: <3> [Train] Episode 8300, Step 8873: Average Return(100)=0.00, Return=0.00, Speed=605.04 (steps/s), ETA=2.51 (mins)
2023-01-10 13:38:54,317 - INFO: <3> [Train] Episode 8400, Step 8977: Average Return(100)=0.00, Return=0.00, Speed=604.51 (steps/s), ETA=2.51 (mins)
2023-01-10 13:38:54,499 - INFO: <3> [Train] Episode 8500, Step 9077: Average Return(100)=0.00, Return=0.00, Speed=603.88 (steps/s), ETA=2.51 (mins)
2023-01-10 13:38:54,687 - INFO: <3> [Train] Episode 8600, Step 9181: Average Return(100)=0.00, Return=0.00, Speed=603.25 (steps/s), ETA=2.51 (mins)
2023-01-10 13:38:54,870 - INFO: <3> [Train] Episode 8700, Step 9283: Average Return(100)=0.00, Return=0.00, Speed=602.70 (steps/s), ETA=2.51 (mins)
