2023-01-10 15:56:17,022 - INFO: <5> [Train] Episode 0, Step 1: Average Return(100)=0.00, Return=0.00, Speed=91.12 (steps/s), ETA=18.29 (mins)
2023-01-10 15:56:17,130 - INFO: <5> [Train] Episode 100, Step 197: Average Return(100)=-0.04, Return=0.00, Speed=1659.81 (steps/s), ETA=1.00 (mins)
2023-01-10 15:56:17,233 - INFO: <5> [Train] Episode 200, Step 386: Average Return(100)=-0.01, Return=0.00, Speed=1738.83 (steps/s), ETA=0.95 (mins)
2023-01-10 15:56:17,345 - INFO: <5> [Train] Episode 300, Step 593: Average Return(100)=-0.05, Return=0.57, Speed=1776.83 (steps/s), ETA=0.93 (mins)
2023-01-10 15:56:17,458 - INFO: <5> [Train] Episode 400, Step 805: Average Return(100)=0.00, Return=0.00, Speed=1802.91 (steps/s), ETA=0.92 (mins)
2023-01-10 15:56:17,560 - INFO: <5> [Train] Episode 500, Step 991: Average Return(100)=-0.03, Return=0.42, Speed=1806.31 (steps/s), ETA=0.91 (mins)
2023-01-10 15:56:18,011 - INFO: <5> [Train] Episode 600, Step 1209: Average Return(100)=0.04, Return=0.07, Speed=1210.40 (steps/s), ETA=1.36 (mins)
2023-01-10 15:56:18,310 - INFO: <5> [Train] Episode 700, Step 1353: Average Return(100)=-0.05, Return=0.00, Speed=1041.28 (steps/s), ETA=1.58 (mins)
2023-01-10 15:56:18,535 - INFO: <5> [Train] Episode 800, Step 1455: Average Return(100)=0.00, Return=0.00, Speed=954.55 (steps/s), ETA=1.72 (mins)
2023-01-10 15:56:18,775 - INFO: <5> [Train] Episode 900, Step 1557: Average Return(100)=0.00, Return=0.00, Speed=882.53 (steps/s), ETA=1.86 (mins)
2023-01-10 15:56:19,010 - INFO: <5> [Train] Episode 1000, Step 1657: Average Return(100)=0.00, Return=0.00, Speed=829.00 (steps/s), ETA=1.98 (mins)
2023-01-10 15:56:19,244 - INFO: <5> [Train] Episode 1100, Step 1757: Average Return(100)=0.00, Return=0.00, Speed=786.69 (steps/s), ETA=2.08 (mins)
2023-01-10 15:56:19,493 - INFO: <5> [Train] Episode 1200, Step 1859: Average Return(100)=0.00, Return=0.00, Speed=748.98 (steps/s), ETA=2.18 (mins)
2023-01-10 15:56:19,734 - INFO: <5> [Train] Episode 1300, Step 1961: Average Return(100)=0.00, Return=0.00, Speed=720.27 (steps/s), ETA=2.27 (mins)
2023-01-10 15:56:19,967 - INFO: <5> [Train] Episode 1400, Step 2061: Average Return(100)=0.00, Return=0.00, Speed=697.30 (steps/s), ETA=2.34 (mins)
2023-01-10 15:56:20,201 - INFO: <5> [Train] Episode 1500, Step 2165: Average Return(100)=0.00, Return=0.00, Speed=678.61 (steps/s), ETA=2.40 (mins)
2023-01-10 15:56:20,453 - INFO: <5> [Train] Episode 1600, Step 2271: Average Return(100)=0.00, Return=0.00, Speed=659.83 (steps/s), ETA=2.47 (mins)
2023-01-10 15:56:20,661 - INFO: <5> [Train] Episode 1700, Step 2373: Average Return(100)=0.00, Return=0.00, Speed=650.08 (steps/s), ETA=2.50 (mins)
2023-01-10 15:56:20,872 - INFO: <5> [Train] Episode 1800, Step 2473: Average Return(100)=0.00, Return=0.00, Speed=640.57 (steps/s), ETA=2.54 (mins)
2023-01-10 15:56:21,080 - INFO: <5> [Train] Episode 1900, Step 2573: Average Return(100)=0.00, Return=0.00, Speed=632.38 (steps/s), ETA=2.57 (mins)
2023-01-10 15:56:21,286 - INFO: <5> [Train] Episode 2000, Step 2673: Average Return(100)=0.00, Return=0.00, Speed=625.23 (steps/s), ETA=2.59 (mins)
2023-01-10 15:56:21,498 - INFO: <5> [Train] Episode 2100, Step 2775: Average Return(100)=0.00, Return=0.00, Speed=618.43 (steps/s), ETA=2.62 (mins)
