2023-01-10 13:31:54,743 - INFO: <2> [Train] Episode 0, Step 1: Average Return(100)=0.00, Return=0.00, Speed=100.26 (steps/s), ETA=16.62 (mins)
2023-01-10 13:31:54,794 - INFO: <2> [Train] Episode 100, Step 192: Average Return(100)=-0.06, Return=0.01, Speed=3155.87 (steps/s), ETA=0.53 (mins)
2023-01-10 13:31:54,845 - INFO: <2> [Train] Episode 200, Step 403: Average Return(100)=-0.09, Return=-1.03, Speed=3623.76 (steps/s), ETA=0.46 (mins)
2023-01-10 13:31:54,895 - INFO: <2> [Train] Episode 300, Step 613: Average Return(100)=-0.03, Return=0.70, Speed=3805.10 (steps/s), ETA=0.44 (mins)
2023-01-10 13:31:54,938 - INFO: <2> [Train] Episode 400, Step 796: Average Return(100)=-0.07, Return=0.00, Speed=3883.70 (steps/s), ETA=0.43 (mins)
2023-01-10 13:31:54,985 - INFO: <2> [Train] Episode 500, Step 991: Average Return(100)=-0.03, Return=0.00, Speed=3935.13 (steps/s), ETA=0.42 (mins)
2023-01-10 13:31:55,146 - INFO: <2> [Train] Episode 600, Step 1106: Average Return(100)=-0.02, Return=0.00, Speed=2681.83 (steps/s), ETA=0.61 (mins)
2023-01-10 13:31:55,297 - INFO: <2> [Train] Episode 700, Step 1206: Average Return(100)=0.00, Return=0.00, Speed=2140.01 (steps/s), ETA=0.77 (mins)
2023-01-10 13:31:55,454 - INFO: <2> [Train] Episode 800, Step 1306: Average Return(100)=0.00, Return=0.00, Speed=1812.91 (steps/s), ETA=0.91 (mins)
2023-01-10 13:31:55,615 - INFO: <2> [Train] Episode 900, Step 1406: Average Return(100)=0.00, Return=0.00, Speed=1595.20 (steps/s), ETA=1.03 (mins)
2023-01-10 13:31:55,779 - INFO: <2> [Train] Episode 1000, Step 1506: Average Return(100)=0.00, Return=0.00, Speed=1440.51 (steps/s), ETA=1.14 (mins)
2023-01-10 13:31:55,935 - INFO: <2> [Train] Episode 1100, Step 1606: Average Return(100)=0.00, Return=0.00, Speed=1336.06 (steps/s), ETA=1.23 (mins)
